date,high,low,open,close,volume,quoteVolume,weightedAverage
1546293600,3696.22229999,3696.22229999,3696.22229999,3696.22229999,0.0,0.0,3696.22229999
1546300800,3812.0,3638.95819695,3696.20229991,3795.55974532,1929298.5528245,519.29482163,3715.22779058
