date,high,low,open,close,volume,quoteVolume,weightedAverage
1514764800,0.00014044,0.00012001,0.00013992,0.00012569,185.68446608,1449724.6748526,0.00012808
1514851200,0.00014897,0.00011899999999999999,0.00012494,0.00014298,406.80818181,2974653.5734408,0.00013675
1514937600,0.00015199999999999998,0.00013169,0.00014279,0.00013956,192.487245,1356489.2499909,0.0001419
1515024000,0.00014817,0.00010379999999999999,0.00014005000000000002,0.000111,295.56953714,2307291.9016491,0.0001281
1515110400,0.000133,7.999e-05,0.000111,8.992000000000002e-05,320.41527494,3041363.9270333,0.00010535
1515196800,0.00010603,8.503e-05,8.99e-05,9.901e-05,159.23407239,1663451.9837311,9.572e-05
1515283200,0.00012000000000000002,9.45e-05,9.79e-05,0.00010922,141.90614688,1323523.1337751,0.00010721
1515369600,0.00011498,9.250000000000001e-05,0.00010938,0.00010239,122.25409432,1178353.472846,0.00010374
1515456000,0.0001149,0.0001,0.00010226,0.00010366000000000001,86.27585789,806129.03832777,0.00010702
1515542400,0.0001085,9.751e-05,0.00010315,0.00010372,72.2869336,703988.89037279,0.00010268
1515628800,0.00010497,9.146000000000002e-05,0.0001031,9.7e-05,72.89589016,749254.96052371,9.729e-05
1515715200,0.00010584,9.400000000000001e-05,9.701000000000001e-05,0.00010491,58.53854459,599730.11966964,9.76e-05
1515801600,0.00012779,0.00010389,0.00010456,0.00012261,128.81779748,1089898.5999158,0.00011819
1515888000,0.00012813,0.00011424,0.00012264,0.00011715,63.60721826,525851.16417655,0.00012096000000000001
1515974400,0.00011901,0.00010399,0.0001175,0.00011315,51.71186019,470025.75143699,0.00011001
1516060800,0.0001224,9.289e-05,0.0001121,9.833000000000002e-05,100.22236077,937263.01352491,0.00010693000000000001
1516147200,0.00012345,9.380000000000002e-05,9.831e-05,0.00012156000000000001,99.1813261,908394.61090497,0.00010918000000000001
1516233600,0.00012399,0.00010901,0.00012157,0.00011399999999999999,90.68818749,771226.58893261,0.00011758
1516320000,0.00011581,0.0001036,0.00011399999999999999,0.00010428,62.92465033,579639.63054634,0.00010855
1516406400,0.000108,9.84e-05,0.00010428,0.00010048,55.32977669,546214.94598662,0.00010129
1516492800,0.00010061,8.102000000000001e-05,0.00010047,9e-05,74.74283497,817045.90898404,9.147e-05
1516579200,9.603e-05,8e-05,8.997000000000001e-05,8.67e-05,125.82710591,1451161.3539865,8.67e-05
1516665600,8.931000000000001e-05,8.077e-05,8.661e-05,8.510000000000001e-05,58.79662611,694371.91796773,8.467000000000001e-05
1516752000,8.739000000000002e-05,8.012000000000001e-05,8.586000000000001e-05,8.278000000000002e-05,34.80802172,420038.83119917,8.286e-05
1516838400,8.615000000000001e-05,8.189e-05,8.278000000000002e-05,8.269000000000001e-05,26.10490709,311712.526172,8.374000000000001e-05
1516924800,8.509000000000001e-05,7.168e-05,8.263e-05,7.64e-05,92.97284307,1213068.6667559,7.664e-05
1517011200,7.938e-05,7.2e-05,7.641000000000001e-05,7.761000000000001e-05,33.20342919,435953.65205178,7.616e-05
1517097600,7.875e-05,7.368000000000001e-05,7.761000000000001e-05,7.625000000000001e-05,22.61160086,297054.67903603,7.611e-05
1517184000,7.967e-05,7.371000000000001e-05,7.612000000000001e-05,7.967e-05,26.52751765,347997.70548055,7.622e-05
1517270400,8.1e-05,7.570000000000001e-05,7.97e-05,7.756000000000001e-05,33.40571784,425591.96741602,7.849e-05
1517356800,8.047000000000001e-05,7.012e-05,7.756000000000001e-05,7.367e-05,49.10194541,653264.11301394,7.516e-05
